csv_row,id,respondent_id_text,JK,Usia,Urutan,F1,G1,F2,G2,F3,G3,F4,G4,F5,G5,F6,G6,F7,G7,F8,G8,F9,G9,F10,G10,F11,G11,F12,G12,F13,G13,F14,G14,F15,G15,F16,G16
280,af11a5a3-8d84-4aca-8fa6-39aba010e7d7,106,,17,,5,5,4,1,5,5,3,1,5,5,3,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
281,afe8b56a-fc6f-4f48-9ec4-953c645a51ee,497,,17,,4,4,3,2,4,4,1,1,3,3,1,2,4,4,1,1,3,4,1,2,4,4,1,1,3,3,2,2,5,5,1,2
282,b075f3a4-429b-4adb-ab84-980b20a51396,107,,17,,4,4,1,2,5,4,1,1,4,5,2,2,4,4,3,4,4,3,2,2,4,4,2,2,5,4,1,1,4,5,3,3
283,b152a75a-0c84-4b27-a10c-2bcb92c26cb2,159,,18,,3,5,4,3,3,5,2,1,4,5,3,1,5,5,1,1,5,4,1,1,5,5,1,1,5,5,1,1,5,5,4,1
284,b1550ce7-066f-448b-9113-5ca7f5533a3d,510,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
285,b1cc8675-454e-4479-8196-088ec3256422,203,,17,,5,4,1,1,5,3,1,1,5,4,1,1,5,4,1,1,5,4,1,1,5,5,1,1,5,5,1,1,5,4,1,1
286,b22897e5-7193-4ab0-b7bf-c651f88581eb,377,,17,,4,4,2,2,4,4,1,2,5,4,1,2,2,4,2,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,2,2
287,b2881719-d940-4c33-a381-ba5090ae55c8,124,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
288,b4974930-60e4-4dc8-a5cf-d04cf9933bcd,560,,17,,3,3,3,4,4,5,1,1,4,4,1,2,4,2,1,2,3,4,1,2,3,4,2,1,1,3,1,4,4,4,5,5
289,b7471e40-1ac9-4298-af75-3741118b53a6,84,,16,,5,5,2,1,1,1,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,2,1,5,2,2,2,5,5,5,5
290,b97368a5-710f-463e-96ec-54426f8e5dc8,359,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
291,ba2ed9ca-6cb7-4241-b265-91c69edab940,188,,18,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
292,bb9320f4-1dcc-481d-9b07-1c60794ea1f1,166,,17,,4,4,2,3,3,5,1,2,5,5,1,1,5,5,3,2,5,5,3,2,5,5,2,2,5,5,3,2,5,5,3,5
293,bbc6c2bb-cbfa-462a-8fdb-0aff0fb06fc5,292,,17,,5,4,4,5,5,4,1,1,5,4,2,5,1,4,1,1,2,4,3,1,5,4,1,1,4,4,3,4,5,5,4,4
294,bc907db6-9ee4-4d14-9d0c-ee5356e9b09f,555,,17,,4,4,3,2,5,4,1,1,4,4,2,1,4,4,1,1,4,4,2,1,4,4,2,1,4,4,1,1,4,4,4,4
295,bd050b32-89be-4bb2-87b1-b232cac9564a,465,,18,,4,5,1,1,5,5,1,2,5,4,1,1,4,5,2,1,5,4,1,1,5,4,1,1,4,5,2,1,5,4,5,5
296,bde7248d-b947-442a-b38e-b16ae715791e,58,,17,,5,5,3,1,5,5,1,1,5,5,1,5,2,3,1,1,4,5,1,1,5,5,1,1,5,5,1,1,5,5,3,5
297,be20d01b-56b1-40a9-a978-9b13a2636a8e,41,,18,,4,5,3,4,4,4,3,2,5,4,5,2,4,4,2,1,4,5,3,4,4,4,2,4,4,4,5,2,4,4,4,4
298,bffe5cf1-7228-4179-ab9e-587d01daba9a,56,,17,,4,4,3,2,4,4,2,2,4,4,2,2,3,3,3,3,4,4,3,2,4,4,2,3,3,3,3,2,4,4,4,4
299,c1292202-0948-4245-bab4-9d44e2fa12cd,286,,18,,5,5,5,1,3,4,3,1,4,5,1,1,4,5,1,5,5,5,1,1,5,5,1,1,3,4,1,1,5,5,5,5
300,c1c22442-c9ae-4465-9ccf-fbbd7ddc6c11,59,,16,,4,5,2,1,4,4,2,2,5,5,2,2,3,3,3,3,4,4,3,2,5,5,1,2,2,4,2,2,4,4,3,2
301,c26a8772-0890-4332-8fe7-4efc867e058b,306,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
302,c411e93a-9240-4329-859d-83351ea5afda,11,,18,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5
303,c47b7806-e46d-4234-9f76-ca3931786c17,77,,17,,4,4,3,3,3,5,1,2,4,3,2,3,3,3,4,4,4,4,1,3,4,4,3,2,3,3,3,3,5,5,5,4
304,c4ca0a6e-a897-459d-8fde-66433f5e1b01,436,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
305,c4d03b29-4106-421a-b076-fd8141827caa,203,,17,,5,3,2,1,5,5,1,1,5,4,1,3,5,3,1,1,5,3,1,5,5,3,1,1,4,4,1,1,5,2,1,3
306,c522c351-ee84-41db-ab7b-41fd34112a82,164,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,2,2,5,5,5,1,5,5,1,1,5,5,1,1,5,5,5,5
307,c5bccf10-b8b9-4bb7-b021-fc3d5018a1ab,68,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
308,c60562df-1206-47cc-ada8-2df9707617bd,170,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
309,c6357795-6c43-4726-b7ee-cb667590d13e,333,,18,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
310,c6473223-cbad-4fac-b4f6-5a231039b705,332,,18,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5
311,c6757d5e-e864-4ac7-a580-c7b4ba320972,15,,17,,3,4,2,4,3,5,4,4,3,4,4,5,4,5,2,4,3,3,3,4,4,5,4,5,3,3,3,4,4,4,3,5
312,c69f9340-8f3d-4bbd-94e8-5f64bbf4fdef,521,,17,,5,5,4,1,5,5,1,1,5,5,1,1,5,5,1,5,5,5,2,1,5,5,1,1,1,5,5,5,5,5,5,5
313,c6a11a2e-2781-4cae-a4bf-499988ef5b03,129,,18,,4,3,3,3,4,4,3,3,4,4,3,3,4,4,2,3,4,4,3,2,4,3,3,3,3,2,3,3,4,4,4,4
314,c6a5d1c0-bcda-43aa-b7fc-d49a0b7986ea,248,,17,,4,1,3,5,4,5,1,5,4,5,2,5,3,5,4,4,1,4,3,3,4,4,3,4,2,4,4,4,4,4,5,5
315,c7cecb11-2184-4683-ab8b-f2e308bffb29,479,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
316,c98f8219-2fb7-4408-b797-50417758db8e,52,,17,,4,4,1,1,5,5,1,1,4,4,1,1,4,4,1,1,4,5,1,1,5,4,1,1,4,4,1,1,5,5,4,1
317,ca00bc5c-b9c8-4e07-9216-e27b278f9fb3,113,,17,,1,1,5,5,1,2,1,4,1,4,1,5,1,1,5,5,1,1,5,5,1,1,5,5,1,5,4,1,1,1,1,5
318,cadc453e-03d7-40a0-bc13-8af0ff48e11e,462,,17,,3,4,3,4,4,3,2,3,3,3,3,3,3,3,3,4,5,4,4,3,4,3,3,3,3,2,3,3,3,4,3,4
319,cb6a82ab-13a4-4c09-9556-9359fbb6558d,202,,17,,5,5,3,1,5,5,1,1,5,5,2,5,4,5,2,2,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,2
320,cc303e6c-b341-4449-8499-60310261005b,401,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,2,1
321,cd4e7e13-de12-409f-993a-8099e15c2106,133,,18,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
322,cd78f677-d174-4a65-906e-57a2fc5a7ded,266,,17,,3,4,4,2,5,4,2,2,4,5,2,2,4,3,5,2,5,5,2,2,5,5,2,2,3,4,2,2,5,5,5,4
323,cda2794c-3c1d-474f-96d6-dd9bdad7d8bd,45,,18,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
324,cdf38063-b386-4261-ab06-72c62257f587,492,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
325,ce0aadc0-9685-4245-913c-ef135498c041,165,,17,,3,3,3,2,4,3,2,2,4,3,3,3,3,3,3,2,3,3,1,2,3,3,2,2,3,3,2,2,4,4,3,4
326,cf06bc52-d5ff-4734-a7d6-bcd9cad7f04e,235,,18,,4,4,1,1,5,5,1,1,5,5,1,1,5,4,1,1,4,4,2,1,5,4,1,1,4,4,1,1,5,4,4,4
327,d052bce1-a6c0-42e1-bc28-391541e92b7e,162,,17,,4,5,2,2,5,5,1,1,4,5,1,1,4,4,1,1,5,5,1,1,5,5,1,1,4,5,1,1,5,5,1,1
328,d16f95be-18d5-4e09-9a21-dc14911be2d8,367,,17,,4,5,2,1,4,5,1,1,5,5,1,1,5,5,3,5,5,5,2,1,5,5,2,2,5,5,1,1,5,5,5,4
329,d3214c8e-db53-4833-ad74-0448afbfdb59,217,,18,,3,3,2,2,4,4,2,2,4,4,2,2,3,3,2,2,3,3,3,2,4,4,2,2,3,3,2,2,4,4,2,1
330,d3b4a760-d656-4e99-8f7b-264b3963efc6,88,,17,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
331,d547d16e-b2cd-4f27-8379-c8a9eea1691d,455,,18,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
332,d565c243-c62c-4b30-b640-f54ac3b94167,234,,17,,3,4,3,3,4,5,3,2,4,4,1,2,4,5,2,1,4,4,3,2,4,5,2,2,4,4,3,2,5,5,3,4
333,d58e3877-c221-41f8-a906-b687493442cc,66,,17,,4,4,3,3,4,3,2,2,4,4,2,2,4,4,1,3,3,4,2,3,5,4,2,2,3,3,2,3,5,5,4,4
334,d5f8ba6b-5a5e-40de-afcf-e86b2566474d,369,,17,,3,4,3,3,4,4,2,2,2,4,4,3,4,4,3,2,3,4,3,2,3,4,4,2,3,4,4,2,4,4,4,2
335,d6235fd6-f618-4e7f-bbd5-ee9003f01904,172,,17,,4,5,4,1,5,5,2,1,5,5,1,1,5,5,1,1,5,5,1,1,4,5,1,1,5,5,1,1,5,5,5,1
336,d65903d2-c43f-4010-8d91-6c657c9b126e,98,,18,,4,3,3,4,4,5,2,2,4,5,3,3,2,3,3,3,4,3,2,3,5,4,3,2,4,4,2,4,4,4,4,3
337,d6611fb2-c008-4858-be9e-c268af24dd78,531,,17,,4,4,2,2,4,4,2,4,4,3,2,4,2,3,3,3,4,3,2,3,4,3,3,3,4,3,2,3,3,3,3,5
338,d68701de-d7be-4dad-99fa-72e1e3a9996e,376,,17,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
339,d83d81e4-439a-48d8-8e6b-4fb47b8249cd,454,,18,,4,4,3,2,4,5,1,1,4,4,1,1,3,4,3,2,4,4,3,4,4,4,1,2,3,3,1,2,5,5,5,4
340,d8ba360c-910a-48d2-a306-de4e6c356a47,321,,17,,4,1,4,5,5,1,2,2,5,1,2,1,5,3,5,5,5,2,3,5,5,2,4,5,4,3,3,5,5,5,4,2
341,dae2c34c-ded4-4c15-9eda-89878f24a345,431,,18,,5,5,2,1,4,5,1,1,5,4,1,1,5,5,1,1,5,5,1,1,5,5,1,1,4,5,1,2,5,5,5,5
342,dc2fe02a-a349-4454-b559-33a0a99c93e8,290,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
343,dc7c27d4-58c0-4023-aa65-197481ae5878,223,,17,,4,5,4,2,5,5,1,1,5,4,1,1,4,4,3,3,4,4,2,3,4,5,1,2,4,4,2,1,5,5,4,4
344,dc81155d-357a-430a-9794-076cfe3cbd84,270,,17,,4,4,3,2,4,4,2,2,4,4,4,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,2,2,4,4,4,4
345,dd470355-732c-41e5-92fd-361f99105eaf,218,,17,,5,5,4,4,3,4,4,3,4,3,4,2,5,3,2,2,4,4,2,4,4,3,2,5,3,3,3,4,4,5,4,4
346,dd4db7f4-950e-4f80-8f6a-c868316cd80e,209,,17,,3,3,3,3,4,4,2,1,4,4,5,4,4,3,2,2,4,4,1,1,4,4,1,2,3,4,1,1,4,4,3,3
347,de204d68-e8bf-4cfe-8ab5-f08a43278b7b,551,,18,,2,1,4,4,4,1,4,4,1,1,4,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
348,de958466-b8e1-4a16-a4f5-687f140381f6,578,,18,,3,2,3,5,1,1,4,4,2,3,4,4,3,2,1,4,2,2,3,4,2,2,4,4,3,2,5,4,2,2,2,2
349,e05a8139-7a25-4906-84cd-25aa5c58f6ff,221,,18,,4,5,2,2,5,5,3,2,5,5,2,2,4,5,3,2,5,5,3,2,5,5,3,2,3,5,3,2,5,5,4,5
350,e11936f3-f370-450c-921b-f3bea1d1fd3c,564,,18,,4,5,2,1,4,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
351,e15d5a84-d9b8-4c0b-abb9-329b871f01f3,425,,17,,4,4,3,2,4,4,1,1,4,4,1,1,3,4,1,2,4,4,2,2,4,4,2,2,4,4,2,2,4,5,2,2
352,e1a90f66-30fc-4cf2-9d91-36fc6c02834b,10,,17,,2,3,3,3,3,4,1,2,5,5,1,1,3,3,2,5,5,4,1,3,5,3,1,3,4,4,1,1,5,4,2,1
353,e2187537-8c01-420b-a25d-829d0d1c9def,128,,17,,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,4,3,2,3,3,3,4,3,3,3,2,3,3,3,4
354,e26f6f5a-51c8-4717-97b4-238077c8788d,576,,17,,2,5,3,4,5,5,2,1,4,4,3,1,4,4,3,1,5,5,2,1,5,5,1,1,4,4,1,2,5,5,5,5
355,e368793f-9393-4d88-8213-e7b7eea5cc0e,216,,18,,5,4,2,2,5,5,2,2,5,5,2,2,5,5,2,2,5,5,2,2,4,5,2,2,4,5,2,2,4,5,2,2
356,e3e67d66-ed4d-412a-833a-af992f87f895,213,,18,,3,3,5,3,4,3,3,3,2,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
357,e4132d30-45ba-4cba-b2b6-725a8b114c26,173,,18,,3,4,3,2,4,3,2,2,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,4,4,4,3,3
358,e47fb651-24d2-4f11-b85b-429c7414520a,397,,18,,4,5,1,1,4,5,1,2,4,5,1,2,4,5,1,1,5,5,1,1,5,5,1,2,5,5,1,1,4,5,2,1
359,e511e13a-4175-494e-8d48-146415dc4a4e,536,,17,,1,4,5,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,5
360,e523b383-d212-469e-bf11-524a013474ef,300,,7,,2,5,2,3,4,2,4,2,3,4,3,4,4,3,4,4,3,3,3,4,5,4,3,2,2,3,1,3,3,3,2,3
361,e5673852-cb5a-42bc-93a1-be3861b46f82,146,,17,,4,4,1,1,4,4,1,2,5,5,1,1,4,5,4,1,4,3,1,1,4,4,1,1,4,4,1,1,5,5,5,5
362,e594bcfa-02c1-4ddf-baa6-c84056d74bd1,316,,17,,3,3,2,2,3,3,1,1,3,3,1,1,3,3,2,2,3,3,2,2,3,3,1,1,3,3,1,1,3,3,3,3
363,e59beb44-7f4c-435f-a4ab-63dcb964cfd6,289,,17,,5,4,4,2,4,3,1,1,5,5,1,1,5,5,2,1,5,4,1,1,5,5,1,1,4,5,1,1,5,5,4,5
364,e5fa5595-c246-44b5-931c-0944349d4e80,231,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
365,e6410528-4c1b-4786-b54a-da3dc6d1a31d,39,,18,,3,4,2,2,5,3,1,2,4,4,3,4,4,4,4,2,3,3,2,3,4,3,3,3,2,4,3,4,4,5,2,3
366,e65fc3e6-188d-4c08-8e29-c19774156351,443,,18,,4,4,2,2,5,4,1,1,4,4,3,2,3,3,3,3,5,4,2,2,4,4,2,2,4,4,2,1,4,4,4,4
367,e681a436-d224-4031-929e-8167346e5e6b,361,,17,,4,4,3,3,4,5,2,2,3,5,3,2,4,3,3,2,4,4,2,2,5,5,2,2,4,5,2,1,5,5,3,3
368,e6861a9d-dd12-4944-95b4-78b7da9a3363,205,,18,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
369,e6dc7504-b2ca-4324-92db-ac36300a5529,564,,18,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
370,e8d8d5ee-1045-44f1-ac85-0c345f1bf996,61,,17,,5,5,3,1,4,4,1,1,5,5,1,1,3,3,3,2,5,5,2,1,5,5,1,1,5,5,1,1,5,5,5,5
371,e9abdb74-ae9b-4f0a-90ac-40ce4e7f5e01,252,,17,,5,5,2,2,5,3,1,1,5,5,1,1,4,5,2,2,3,4,2,2,5,5,1,1,3,3,1,2,5,5,3,3
372,ea7e1c0b-4768-4c8b-90e4-322bf9dc1a91,527,,17,,2,4,3,1,4,3,1,1,4,5,4,1,4,4,2,1,5,4,1,1,3,4,2,1,4,3,1,1,5,4,1,1
373,eafff4f9-8b55-4556-a5c6-9974530f5014,405,,18,,5,5,3,3,5,5,1,1,5,5,1,1,4,4,2,2,4,4,2,2,5,5,1,1,4,4,1,1,5,5,5,4
374,eb190305-092d-49dc-902e-82031d53e455,572,,18,,5,5,3,1,5,5,1,1,5,5,2,1,4,4,2,2,5,5,2,2,5,5,1,1,5,5,2,2,5,5,1,5
375,eb29483e-4b4e-413f-a42b-07ace05732da,514,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
376,eb35e65e-346b-416d-bf3f-a141cccfd8a9,219,,17,,3,3,3,3,3,3,1,1,5,5,1,1,3,3,2,1,4,5,3,2,5,5,2,1,4,4,1,1,5,4,3,3
377,eb4cb43b-5a47-4380-a503-43114a285cb5,83,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,1
378,ec06b41f-ccc4-4a3e-a477-53b8e15ad745,127,,18,,4,4,2,1,5,4,1,1,5,4,1,1,3,3,1,1,4,4,1,1,5,5,1,1,4,4,3,1,4,4,4,4
379,ec876036-e5f5-4639-89e5-9cebc480c1be,187,,17,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
380,ed38a015-237f-48d2-92cc-591e27abcff7,263,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
381,ed694067-2d84-4b1a-8057-7faa0b013e55,155,,18,,3,3,3,3,3,3,1,3,3,3,1,3,3,3,2,3,3,3,1,3,3,3,1,3,3,3,2,3,3,3,3,3
382,ee858cb9-859d-40a5-9ef5-706adbff46e4,146,,17,,3,3,4,1,4,3,1,1,4,3,1,1,4,3,3,1,4,3,1,1,4,3,1,1,3,4,1,1,3,4,3,4
383,ee994e2a-8969-4a79-9d3e-eb0326e1aaca,485,,18,,3,3,3,3,4,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
384,ef77c13a-64a6-47c0-b95f-c0dc1c93f776,293,,16,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5
385,f0d04943-b586-46d6-b61f-2a4dd3fd943e,298,,17,,4,4,2,2,4,4,1,4,4,4,2,2,3,4,3,2,4,4,2,2,4,4,1,2,3,4,2,2,4,3,3,4
386,f140a75d-be14-49bd-abd1-3ea2f8b047c9,467,,18,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
387,f1ea06f6-5e4c-4440-9617-3fc450619a45,461,,18,,5,5,1,1,5,5,1,1,5,5,1,5,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5
388,f2012479-4056-4237-a8d1-f61e3a4265c2,215,,17,,4,4,3,2,4,4,2,2,5,4,3,4,5,5,2,2,4,4,3,3,5,5,3,3,4,3,3,3,5,4,4,4
389,f357762d-9966-4510-aef9-fe3b3c8cdead,76,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,1
390,f37f6742-f5f9-45ff-984f-0f0476de67a8,303,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
391,f3912804-6a7a-4472-8962-5674fc1d4d30,316,,17,,3,3,2,2,3,3,1,1,4,3,1,1,3,3,1,2,3,3,2,2,3,3,1,1,3,3,1,1,3,3,3,3
392,f573854e-c90e-4a6c-89fb-f927fcc50f02,452,,17,,4,4,2,1,5,5,1,1,5,5,1,1,5,5,2,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5
393,f58b4785-d28a-45c6-8428-c899a15a2078,142,,17,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
394,f791d5e5-c61a-4fee-9cda-3744dac6c0e6,438,,17,,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,3,3,4,4,2,2,4,4,4,4,3,3
395,f89bd81f-bac4-47ab-8822-628f00899c5d,296,,17,,2,3,3,3,2,3,2,2,2,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,2,2,3,3,2,3,3,2
396,f901661e-0a21-471e-9b08-6da4f5530e5e,259,,17,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1
397,f9cd1900-cbe5-469b-bfe4-13419ade29c6,391,,17,,4,4,3,1,4,4,2,1,5,3,1,1,3,4,3,1,4,5,1,1,4,3,2,1,4,4,1,1,4,4,2,1
398,fa740275-ee9b-40da-a9f8-b18215a566fb,498,,18,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
399,fa817e95-3d52-4c83-8b9b-014cb97789d8,31,,17,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
400,fc3ffe6b-4178-440b-93aa-47cf7c8990dc,74,,17,,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5
401,fce941b9-efb1-4c37-9e1f-113e47b1cf72,158,,17,,4,4,1,1,4,4,1,1,4,4,1,1,4,4,1,1,4,4,3,1,5,5,1,1,3,4,1,1,4,4,4,5
402,fd2d2564-39a0-4869-803c-0dc26faf0321,11,,18,,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,4,5,1,1,5,5,5,5
403,fd32c89b-9c73-424d-9737-e57624dc8b49,143,,17,,5,5,2,1,5,5,2,1,5,5,2,1,5,5,5,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5
404,fe681d10-15a2-49d2-873f-24bc0dfb5825,305,,17,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
405,fe6fe9ed-a21a-4e4d-b496-81a77ca10cc1,167,,18,,3,4,2,2,4,4,2,2,4,3,2,2,3,4,3,3,3,3,4,3,4,4,2,2,3,4,4,2,4,3,4,3
406,ff8ca51e-01c9-4d34-be2d-d1cf9f03bac1,498,,18,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
